id	tvsc.num	tvsc.neg.score	tvsc.neg.p.value	tvsc.neg.fdr	tvsc.neg.rank	tvsc.neg.goodsgrna	tvsc.neg.lfc	tvsc.pos.score	tvsc.pos.p.value	tvsc.pos.fdr	tvsc.pos.rank	tvsc.pos.goodsgrna	tvsc.pos.lfc	tvsp.num	tvsp.neg.score	tvsp.neg.p.value	tvsp.neg.fdr	tvsp.neg.rank	tvsp.neg.goodsgrna	tvsp.neg.lfc	tvsp.pos.score	tvsp.pos.p.value	tvsp.pos.fdr	tvsp.pos.rank	tvsp.pos.goodsgrna	tvsp.pos.lfc	tvsc.enriched	tvsc.depleted	tvsp.enriched	tvsp.depleted	sig.enriched	sig.depleted	sig
Ambra1	5	6.3704e-11	2.6873e-07	0.002475	1	5	-1.0759	1	1	1	18422	0	-1.0759	5	0.10079	0.21314	1	3610	3	-0.25804	0.61156	0.70922	1	11942	1	-0.25804	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Kdm1a	5	1.8169e-09	2.6873e-07	0.002475	2	5	-1.1177	0.99999	0.99999	1	18418	0	-1.1177	5	0.84748	0.84786	1	14465	0	0.24306	0.039394	0.11422	0.871706	2386	4	0.24306	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Errfi1	5	1.6271e-07	8.0618e-07	0.00495	3	5	-0.76488	1	1	1	18421	0	-0.76488	5	0.37511	0.51465	1	7971	2	-0.01873	0.376	0.53268	1	9168	1	-0.01873	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Cdkn2a	6	2.0807e-07	2.956e-06	0.013614	4	4	-0.85668	0.95404	0.95417	1	17126	0	-0.85668	6	0.53358	0.64368	1	9442	1	0.037408	0.38724	0.57548	1	9310	2	0.037408	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Sowahd	5	1.4954e-06	5.6433e-06	0.017327	5	5	-0.72911	1	1	1	18420	0	-0.72911	5	0.35566	0.49329	1	7613	1	0.36537	0.035503	0.10429	0.867666	2191	4	0.36537	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Zfp191	5	1.4969e-06	5.6433e-06	0.017327	6	3	-0.3391	0.52394	0.66708	1	10675	1	-0.3391	5	0.096021	0.20453	1	3509	3	-0.25391	0.013805	0.045924	0.770505	1091	2	-0.25391	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Rock2	5	2.4745e-06	1.1018e-05	0.025371	7	5	-0.85755	1	1	1	18419	0	-0.85755	5	0.95959	0.95978	1	17085	0	0.56237	0.0004756	0.0021861	0.249205	158	4	0.56237	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Zeb1	5	2.5141e-06	1.1018e-05	0.025371	8	4	-0.77031	0.95967	0.95986	1	17273	0	-0.77031	5	0.99702	0.99701	1	18230	0	0.30348	0.0029806	0.012809	0.518805	447	5	0.30348	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Arhgef16	5	3.8719e-06	1.693e-05	0.034653	9	3	-0.55331	0.869	0.86943	1	15127	1	-0.55331	5	0.47987	0.56781	1	8928	1	-0.050577	0.58789	0.69938	1	11777	1	-0.050577	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Sin3b	5	1.2313e-05	5.1327e-05	0.079589	10	5	-0.66084	0.99999	0.99999	1	18417	0	-0.66084	5	0.44415	0.54978	1	8624	1	0.04069	0.76222	0.7859	1	13323	1	0.04069	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Pten	5	1.3251e-05	5.5089e-05	0.079589	11	4	-0.87925	0.99405	0.99406	1	18206	0	-0.87925	5	0.88894	0.88943	1	15310	0	0.29735	0.031815	0.094749	0.852806	2018	4	0.29735	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
C030039L03Rik	5	1.3725e-05	5.6164e-05	0.079589	12	5	-1.0249	0.99999	0.99999	1	18416	0	-1.0249	5	0.19372	0.31881	1	5036	2	-0.12114	0.7002	0.75058	1	12688	1	-0.12114	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Cd226	5	1.3739e-05	5.6164e-05	0.079589	13	4	-0.99188	0.99262	0.99268	1	18163	0	-0.99188	5	0.089129	0.1922	1	3356	3	-0.31796	0.72353	0.7631	1	12920	1	-0.31796	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Pcgf1	5	1.8075e-05	7.8737e-05	0.103607	14	3	-1.2561	0.96885	0.96899	1	17509	0	-1.2561	5	0.69663	0.70529	1	11556	1	0.28887	0.0094155	0.033156	0.717363	847	3	0.28887	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ppp6r3	5	2.2119e-05	9.6473e-05	0.118482	15	5	-0.81995	0.99998	0.99998	1	18415	0	-0.81995	5	0.019319	0.058623	0.634609	1659	3	-0.46818	0.5939	0.70183	1	11803	1	-0.46818	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Scp2	5	2.7464e-05	0.00012711	0.140652	16	4	-0.69037	0.94816	0.94845	1	16977	0	-0.69037	5	0.1803	0.30443	1	4831	2	-0.18889	0.37411	0.53101	1	9144	1	-0.18889	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kdm2b	5	2.8046e-05	0.0001298	0.140652	17	3	-0.44799	0.95523	0.95546	1	17158	0	-0.44799	5	0.94999	0.95023	1	16852	0	0.80574	0.00036558	0.0016712	0.214032	139	4	0.80574	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnnm2	5	4.095e-05	0.00019859	0.200886	18	4	-0.88758	0.99962	0.99961	1	18401	0	-0.88758	5	0.0013925	0.0058892	0.163143	653	4	-0.6815	0.99804	0.99803	1	17946	0	-0.6815	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc6a20b	5	4.3563e-05	0.00020719	0.200886	19	4	-0.75947	0.99624	0.99621	1	18274	0	-0.75947	5	0.80874	0.8092	1	13665	0	0.06488	0.7015	0.75125	1	12701	1	0.06488	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tcf12	5	5.3968e-05	0.00025448	0.234406	20	3	-0.93576	0.92206	0.92239	1	16310	0	-0.93576	5	0.17298	0.29668	1	4708	1	-0.014352	0.7761	0.79487	1	13476	1	-0.014352	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sept14	5	7.682e-05	0.00034908	0.291942	21	5	-0.62647	0.99992	0.99993	1	18414	0	-0.62647	5	0.71891	0.72365	1	11922	1	-0.020846	0.74176	0.77341	1	13119	1	-0.020846	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cdk13	5	8.0599e-05	0.00036789	0.291942	22	3	-0.62841	0.97644	0.97657	1	17708	0	-0.62841	5	0.93537	0.93565	1	16479	0	0.59744	0.00016191	0.00075324	0.144647	94	4	0.59744	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Hmgcll1	5	8.4137e-05	0.0003867	0.291942	23	1	-0.076592	0.53231	0.67476	1	10822	1	-0.076592	5	0.099441	0.21068	1	3577	3	-0.43631	0.84648	0.84811	1	14453	1	-0.43631	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sdcbp	5	9.032e-05	0.00041142	0.291942	24	5	-0.49219	0.99991	0.99991	1	18413	0	-0.49219	5	0.13785	0.25902	1	4230	1	-0.16533	0.68127	0.74098	1	12518	1	-0.16533	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Vwa8	5	9.8077e-05	0.00044636	0.291942	25	5	-0.44361	0.9999	0.99991	1	18412	0	-0.44361	5	0.18133	0.30554	1	4842	2	-0.090515	0.82457	0.82977	1	14092	1	-0.090515	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Poll	5	0.0001045	0.00047699	0.291942	26	4	-0.65017	0.85216	0.85377	1	14792	1	-0.65017	5	0.071595	0.16006	0.980739	2937	2	-0.19405	0.98436	0.98446	1	17329	0	-0.19405	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Scn10a	5	0.00011084	0.00050171	0.291942	27	4	-0.76703	0.99936	0.99934	1	18387	0	-0.76703	5	0.0072984	0.02474	0.394254	1131	3	-0.27391	0.68858	0.74466	1	12590	1	-0.27391	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rlf	5	0.00011232	0.00050763	0.291942	28	5	-0.99301	0.99989	0.99989	1	18411	0	-0.99301	5	0.42618	0.54112	1	8472	1	0.10393	0.90577	0.90615	1	15538	0	0.10393	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tlr1	5	0.00011387	0.00051408	0.291942	29	3	-1.0873	0.78445	0.80286	1	13668	1	-1.0873	5	0.104	0.21874	1	3698	1	0.090385	0.32305	0.48589	1	8441	1	0.090385	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ctnnd1	5	0.0001147	0.00051784	0.291942	30	3	-0.79844	0.96493	0.96514	1	17406	0	-0.79844	5	0.68979	0.6999	1	11462	1	0.28519	0.13426	0.27474	0.991577	5032	3	0.28519	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pde6b	5	0.00011917	0.00053826	0.291942	31	5	-0.47698	0.99988	0.99988	1	18410	0	-0.47698	5	0.29556	0.42832	1	6623	2	-0.02517	0.27776	0.44653	1	7826	1	-0.02517	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tpm1	5	0.00012066	0.00054095	0.291942	32	3	-0.79772	0.98946	0.98954	1	18073	0	-0.79772	5	0.16703	0.29031	1	4632	2	0.0026741	0.19498	0.36661	1	6560	2	0.0026741	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Esx1	5	0.00012361	0.0005517	0.291942	33	2	-0.042386	0.76888	0.79288	1	13429	1	-0.042386	5	0.1591	0.28185	1	4528	2	0.14499	0.13894	0.28209	0.993879	5155	1	0.14499	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lrrc10b	5	0.00012532	0.00056083	0.291942	34	5	-0.55565	0.99987	0.99988	1	18409	0	-0.55565	5	0.88783	0.88832	1	15284	0	0.014984	0.36359	0.52162	1	8987	1	0.014984	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gsk3b	5	0.00012587	0.00056406	0.291942	35	5	-0.56692	0.99987	0.99988	1	18408	0	-0.56692	5	0.99538	0.99538	1	18157	0	0.40724	0.018045	0.057885	0.799663	1322	4	0.40724	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mmrn2	5	0.000134	0.00061404	0.305727	36	3	-0.55974	0.72142	0.76571	1	12803	1	-0.55974	5	0.072376	0.1615	0.983906	2951	2	0.045032	0.39066	0.54566	1	9359	2	0.045032	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Birc2	4	0.00014666	0.00057051	0.291942	37	3	-1.396	0.96591	0.96603	1	17430	0	-1.396	4	0.00049012	0.0017916	0.081093	433	4	-0.82538	0.99951	0.99951	1	18163	0	-0.82538	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Sh2b1	5	0.00016257	0.00075432	0.357158	38	3	-0.78413	0.39741	0.55398	1	8622	1	-0.78413	5	0.97482	0.97495	1	17524	0	0.11143	0.26267	0.43346	1	7613	1	0.11143	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tnk2	5	0.00016405	0.00076077	0.357158	39	3	-0.75394	0.993	0.99302	1	18172	0	-0.75394	5	0.2317	0.35934	1	5602	2	-0.047627	0.66993	0.73537	1	12419	1	-0.047627	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Irf6	5	0.00016913	0.00078549	0.357158	40	4	-0.75303	0.85194	0.85359	1	14787	1	-0.75303	5	0.84198	0.8424	1	14340	0	0.090114	0.27106	0.44074	1	7733	2	0.090114	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Chst2	5	0.00017462	0.00081612	0.357158	41	5	-0.49025	0.99983	0.99983	1	18407	0	-0.49025	5	0.69741	0.70594	1	11572	1	0.086455	0.67575	0.73824	1	12464	1	0.086455	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Epha8	5	0.00017597	0.0008215	0.357158	42	3	-0.30869	0.24775	0.42512	1	6425	2	-0.30869	5	0.67839	0.69109	1	11270	1	0.044181	0.40491	0.55858	1	9557	2	0.044181	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Micu3	5	0.00018504	0.00085912	0.357158	43	5	-0.77761	0.99981	0.99982	1	18406	0	-0.77761	5	0.78753	0.78807	1	13236	0	0.075127	0.43338	0.58407	1	9913	1	0.075127	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fchsd1	5	0.00018839	0.00087471	0.357158	44	4	-0.65906	0.57706	0.70112	1	11368	1	-0.65906	5	0.20168	0.32735	1	5159	2	-0.082862	0.83495	0.83827	1	14270	1	-0.082862	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Setmar	5	0.00019503	0.00089836	0.357158	45	5	-0.8343	0.9998	0.99981	1	18405	0	-0.8343	5	0.56795	0.61683	1	9821	1	-0.19215	0.53724	0.67923	1	11406	1	-0.19215	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm684	5	0.0002021	0.00093007	0.357158	46	4	-0.60107	0.7783	0.79889	1	13553	1	-0.60107	5	0.77125	0.77166	1	12912	1	0.036325	0.56542	0.6906	1	11607	1	0.036325	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc5a12	5	0.00020254	0.0009306	0.357158	47	4	-0.69838	0.917	0.91731	1	16196	0	-0.69838	5	0.2028	0.32854	1	5181	2	-0.20629	0.60573	0.70679	1	11898	1	-0.20629	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Llgl2	5	0.00020709	0.00095049	0.357345	48	3	-0.58913	0.43769	0.58947	1	9271	1	-0.58913	5	0.01519	0.048435	0.574918	1510	4	-0.2511	0.90947	0.90985	1	15604	0	-0.2511	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Thsd4	5	0.00021263	0.00097629	0.358958	49	4	-0.84477	0.9454	0.94565	1	16901	0	-0.84477	5	0.014726	0.047073	0.565515	1489	4	-0.3498	0.96863	0.9688	1	16923	0	-0.3498	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nr2e1	5	0.00022096	0.0010134	0.358958	50	3	-0.90235	0.43194	0.58441	1	9177	1	-0.90235	5	0.96817	0.96832	1	17331	0	0.34944	0.022033	0.068805	0.817271	1536	4	0.34944	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Prickle2	5	0.0002251	0.0010306	0.358958	51	3	-0.92681	0.98693	0.98698	1	17999	0	-0.92681	5	0.16963	0.29313	1	4662	2	0.032061	0.76291	0.78633	1	13332	1	0.032061	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ptprc	5	0.00022559	0.0010327	0.358958	52	5	-0.49998	0.99977	0.99978	1	18404	0	-0.49998	5	0.45276	0.554	1	8706	1	-0.15932	0.99156	0.99163	1	17575	0	-0.15932	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pex11g	5	0.00023514	0.0010725	0.365878	53	4	-0.65146	0.99326	0.99328	1	18179	0	-0.65146	5	0.35845	0.49634	1	7664	1	0.10446	0.64182	0.72244	1	12177	1	0.10446	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rbm6	5	0.00023935	0.0010929	0.366067	54	4	-0.86411	0.95046	0.95069	1	17031	0	-0.86411	5	0.16436	0.28747	1	4597	2	-0.19365	0.99346	0.99347	1	17657	0	-0.19365	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lztr1	4	0.00024199	0.00089244	0.357158	55	2	-0.55627	0.75667	0.76116	1	13239	1	-0.55627	4	0.13767	0.23106	1	4226	1	0.40349	0.034083	0.087168	0.845281	2121	3	0.40349	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Npffr2	5	0.00025504	0.0011649	0.383221	56	4	-0.83695	0.9987	0.99869	1	18364	0	-0.83695	5	0.36943	0.50834	1	7858	1	-0.03215	0.36061	0.51895	1	8947	1	-0.03215	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tbx3	5	0.00031547	0.0013998	0.444606	57	4	-0.6296	0.99868	0.99867	1	18363	0	-0.6296	5	0.69949	0.7076	1	11609	1	0.11372	0.34982	0.50946	1	8790	2	0.11372	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gp1ba	5	0.00033134	0.0014535	0.453851	58	4	-0.57992	0.88346	0.88394	1	15441	0	-0.57992	5	0.77461	0.77503	1	12970	0	-0.19819	0.89131	0.89176	1	15235	0	-0.19819	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
A730017C20Rik	4	0.00033942	0.0012391	0.400469	59	3	-0.86438	0.94438	0.94452	1	16880	0	-0.86438	4	0.22362	0.33801	1	5497	2	-0.22508	0.94696	0.94709	1	16374	0	-0.22508	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
9130011E15Rik	5	0.00036231	0.001561	0.47929	60	4	-0.75426	0.88055	0.88102	1	15370	0	-0.75426	5	0.16417	0.28727	1	4595	2	-0.15997	0.70407	0.75263	1	12727	1	-0.15997	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Adrb1	5	0.00036995	0.001589	0.479873	61	3	-0.62947	0.86182	0.86249	1	14976	1	-0.62947	5	0.21885	0.34558	1	5428	2	-0.18718	0.31964	0.48293	1	8396	1	-0.18718	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cidec	5	0.00039045	0.0016621	0.493852	62	2	-0.25111	0.58918	0.70577	1	11461	1	-0.25111	5	0.80015	0.80061	1	13494	0	0.24929	0.18285	0.34867	1	6246	3	0.24929	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc38a5	5	0.00040185	0.0017013	0.497383	63	3	-0.76619	0.91686	0.91717	1	16193	0	-0.76619	5	0.65307	0.67248	1	10911	1	-0.080551	0.93274	0.93302	1	16085	0	-0.080551	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnot4	5	0.00041261	0.0017486	0.497383	64	4	-0.93288	0.98464	0.98475	1	17944	0	-0.93288	5	0.025889	0.071929	0.710115	1818	2	-0.15695	0.32252	0.4854	1	8436	1	-0.15695	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rnase12	5	0.00042063	0.0017744	0.497383	65	2	-0.33471	0.10056	0.2227	1	3599	2	-0.33471	5	0.73446	0.73708	1	12201	1	0.14796	0.0071273	0.026501	0.665226	729	2	0.14796	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fstl3	5	0.00043307	0.0018298	0.497383	66	3	-0.45202	0.74563	0.77901	1	13112	1	-0.45202	5	0.12582	0.24612	1	4043	1	0.063451	0.14952	0.2985	1	5422	2	0.063451	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Abcc12	5	0.00044127	0.0018631	0.497383	67	4	-0.54127	0.90652	0.90689	1	15962	0	-0.54127	5	0.62344	0.65194	1	10479	1	-0.048085	0.5902	0.70031	1	11786	1	-0.048085	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tacstd2	5	0.00044155	0.0018647	0.497383	68	3	-0.49506	0.99057	0.99062	1	18106	0	-0.49506	5	0.85559	0.8559	1	14636	0	0.082124	0.10391	0.22676	0.97756	4232	2	0.082124	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Aga	5	0.00044697	0.0018814	0.497383	69	4	-0.73036	0.81657	0.82531	1	14171	1	-0.73036	5	0.56545	0.61528	1	9791	1	-0.18347	0.24832	0.42111	1	7413	2	-0.18347	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kcng4	5	0.00044925	0.00189	0.497383	70	3	-0.57824	0.69414	0.75168	1	12486	1	-0.57824	5	0.26965	0.40026	1	6213	2	-0.15051	0.92644	0.92675	1	15942	0	-0.15051	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm815	5	0.00046004	0.0019276	0.500139	71	3	-0.62847	0.89831	0.89871	1	15775	0	-0.62847	5	0.62213	0.65107	1	10462	1	0.31376	0.1737	0.33515	1	6026	3	0.31376	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc30a3	5	0.00047177	0.0019679	0.502306	72	2	0.023894	0.85808	0.85905	1	14899	1	0.023894	5	0.94811	0.94839	1	16793	0	0.15481	0.24232	0.41593	1	7336	2	0.15481	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rab5c	5	0.0004767	0.0019905	0.502306	73	1	0.075071	0.67502	0.74243	1	12274	1	0.075071	5	0.51396	0.58585	1	9236	1	0.11336	0.39379	0.54854	1	9414	2	0.11336	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pltp	5	0.00053277	0.0021786	0.535116	74	2	-0.20264	0.90377	0.90417	1	15906	0	-0.20264	5	0.24541	0.37414	1	5820	2	-0.00095708	0.22155	0.39799	1	7070	2	-0.00095708	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Crim1	5	0.00057064	0.0023049	0.558689	75	2	-0.10545	0.97417	0.97426	1	17654	0	-0.10545	5	0.92421	0.92455	1	16192	0	0.30523	0.083269	0.19304	0.953388	3697	3	0.30523	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Abcg3	4	0.00057875	0.00212	0.527763	76	4	-0.61331	0.99942	0.99943	1	18390	0	-0.61331	4	0.54006	0.56207	1	9513	1	-0.054865	0.84071	0.84063	1	14364	0	-0.054865	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ramp1	5	0.00059084	0.0023796	0.560033	77	2	-0.076927	0.69842	0.75384	1	12543	1	-0.076927	5	0.55372	0.6083	1	9663	1	0.14119	0.047559	0.13273	0.889151	2709	2	0.14119	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cdkn1b	5	0.00059681	0.0023984	0.560033	78	4	-0.68294	0.99593	0.99592	1	18265	0	-0.68294	5	0.73481	0.73737	1	12208	1	0.39615	0.006079	0.023418	0.633772	675	3	0.39615	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Plcb4	5	0.00059765	0.0024016	0.560033	79	3	-0.67577	0.43421	0.5864	1	9219	1	-0.67577	5	0.72178	0.72608	1	11977	1	0.42216	0.019279	0.061267	0.803232	1392	3	0.42216	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Hyal4	5	0.00063917	0.00255	0.587191	80	3	-0.73898	0.27248	0.44609	1	6771	1	-0.73898	5	0.70352	0.71087	1	11669	1	0.10355	0.36858	0.52599	1	9056	1	0.10355	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ctbp2	5	0.00066372	0.0026392	0.600232	81	3	-0.76753	0.64928	0.73074	1	12001	1	-0.76753	5	0.011896	0.038703	0.513645	1356	2	-0.027938	0.77659	0.79519	1	13483	1	-0.027938	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mast1	5	0.00070097	0.0027692	0.609238	82	1	0.043877	0.73791	0.77461	1	13015	1	0.043877	5	0.78457	0.78515	1	13171	0	-0.21076	0.19538	0.36717	1	6573	1	-0.21076	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pla2g12a	5	0.00071045	0.0027956	0.609238	83	4	-0.40686	0.94555	0.94581	1	16904	0	-0.40686	5	0.58822	0.62915	1	10062	1	0.1445	0.20686	0.38395	1	6831	1	0.1445	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lrrc2	5	0.00071519	0.0028187	0.609238	84	4	-0.72857	0.95859	0.95879	1	17248	0	-0.72857	5	0.10902	0.22763	1	3813	3	-0.28997	0.83688	0.83989	1	14298	1	-0.28997	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ephb1	5	0.00075533	0.0029563	0.609238	85	3	-0.64125	0.98438	0.98449	1	17934	0	-0.64125	5	0.087649	0.18945	1	3321	2	0.029326	0.48193	0.62799	1	10573	2	0.029326	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nkx3-1	5	0.00075703	0.0029611	0.609238	86	2	0.14332	0.86695	0.86744	1	15083	1	0.14332	5	0.2197	0.34647	1	5438	2	0.24203	0.077966	0.18427	0.946903	3545	3	0.24203	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm590	5	0.00079156	0.0030858	0.609238	87	4	-0.59223	0.90798	0.90836	1	15999	0	-0.59223	5	0.085508	0.1856	1	3283	3	-0.29919	0.88848	0.88895	1	15182	0	-0.29919	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mpl	5	0.00081194	0.0031562	0.609238	88	4	-0.70969	0.94187	0.9421	1	16823	0	-0.70969	5	0.080648	0.17676	1	3168	3	-0.3612	0.68249	0.74161	1	12528	1	-0.3612	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Zfp536	5	0.00081309	0.00316	0.609238	89	3	-0.34413	0.64423	0.72856	1	11944	1	-0.34413	5	0.64243	0.665	1	10757	1	0.062119	0.61145	0.70917	1	11940	1	0.062119	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mef2b	5	0.00082088	0.0031858	0.609238	90	4	-0.55811	0.8704	0.87076	1	15154	1	-0.55811	5	0.22041	0.34723	1	5452	2	-0.14993	0.95547	0.95573	1	16587	0	-0.14993	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Zfp708	5	0.00082273	0.0031922	0.609238	91	4	-0.86185	0.90127	0.90168	1	15855	0	-0.86185	5	0.30421	0.43763	1	6766	2	-0.23183	0.055409	0.14645	0.913818	2918	2	-0.23183	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rasa2	5	0.0008307	0.0032212	0.609238	92	3	-0.64347	0.29005	0.46101	1	7015	1	-0.64347	5	0.19031	0.31516	1	4983	2	0.22546	0.35183	0.51121	1	8817	2	0.22546	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
C330018D20Rik	5	0.00083383	0.0032331	0.609238	93	3	-0.28755	0.12417	0.2599	1	4094	1	-0.28755	5	0.032556	0.085382	0.779612	1965	3	-0.50941	0.70877	0.75509	1	12774	1	-0.50941	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Wwp1	5	0.00083745	0.003247	0.609238	94	3	-0.44833	0.65554	0.73352	1	12062	1	-0.44833	5	0.47477	0.56509	1	8892	1	0.37247	0.042204	0.1213	0.877307	2516	3	0.37247	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc17a8	5	0.0008628	0.0033303	0.609238	95	4	-0.57812	0.73848	0.77492	1	13025	1	-0.57812	5	0.82102	0.8215	1	13921	0	0.2898	0.13041	0.26868	0.988991	4936	3	0.2898	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Smarcal1	5	0.00086915	0.0033459	0.609238	96	1	-0.17956	0.90614	0.90651	1	15953	0	-0.17956	5	0.10508	0.22068	1	3722	3	-0.27147	0.078847	0.1857	0.948285	3564	2	-0.27147	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
