id	tvsc.num	tvsc.neg.score	tvsc.neg.p.value	tvsc.neg.fdr	tvsc.neg.rank	tvsc.neg.goodsgrna	tvsc.neg.lfc	tvsc.pos.score	tvsc.pos.p.value	tvsc.pos.fdr	tvsc.pos.rank	tvsc.pos.goodsgrna	tvsc.pos.lfc	tvsp.num	tvsp.neg.score	tvsp.neg.p.value	tvsp.neg.fdr	tvsp.neg.rank	tvsp.neg.goodsgrna	tvsp.neg.lfc	tvsp.pos.score	tvsp.pos.p.value	tvsp.pos.fdr	tvsp.pos.rank	tvsp.pos.goodsgrna	tvsp.pos.lfc	tvsc.enriched	tvsc.depleted	tvsp.enriched	tvsp.depleted	sig.enriched	sig.depleted	sig
Mansc1	5	0.092406	0.21595	0.998376	3893	1	-0.29534	0.16484	0.32166	0.999998	5701	1	-0.29534	5	0.55581	0.70305	1	11513	2	-0.23386	0.324	0.49164	1	8797	1	-0.23386	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccr2	5	0.092415	0.21596	0.998376	3894	3	-0.71699	0.25359	0.42348	0.999998	7534	1	-0.71699	5	0.30054	0.51047	1	7797	3	-0.34582	0.28722	0.46044	1	8278	1	-0.34582	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Faah	5	0.09251	0.21611	0.998376	3895	2	-0.11477	0.84357	0.84519	0.999998	15254	1	-0.11477	5	0.044971	0.12937	0.954044	2445	3	-0.94649	0.83548	0.84041	1	14631	1	-0.94649	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gpr65	5	0.092616	0.21627	0.998376	3896	3	-0.61251	0.43222	0.58227	0.999998	10358	1	-0.61251	5	0.65563	0.78168	1	13061	1	-0.077308	0.28636	0.45971	1	8269	2	-0.077308	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Psmb10	5	0.092651	0.21634	0.998376	3897	3	-0.59162	0.2267	0.40009	0.999998	7123	2	-0.59162	5	0.21555	0.40098	1	6080	3	-0.40145	0.30651	0.47677	1	8547	2	-0.40145	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cyp2c29	5	0.092661	0.21636	0.998376	3898	3	-0.91682	0.92552	0.92586	0.999998	16841	0	-0.91682	5	0.076974	0.20268	1	3276	4	-0.45153	0.97186	0.97195	1	17137	0	-0.45153	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Add1	5	0.092718	0.21644	0.998376	3899	3	-0.44534	0.89711	0.89754	0.999998	16247	0	-0.44534	5	0.74623	0.81423	1	13807	1	-0.063677	0.86466	0.86538	1	15080	1	-0.063677	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
4632434I11Rik	5	0.092771	0.21651	0.998376	3900	3	-0.67529	0.96526	0.96545	0.999998	17628	0	-0.67529	5	0.049088	0.13909	0.981883	2558	4	-1.0546	0.84226	0.84585	1	14746	1	-1.0546	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Plxnb1	5	0.092805	0.21656	0.998376	3901	2	-0.21559	0.1849	0.35163	0.999998	6254	1	-0.21559	5	0.90547	0.90652	1	16021	1	0.2965	0.21187	0.39124	0.993338	7106	3	0.2965	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fam102b	5	0.092828	0.2166	0.998376	3902	3	-0.47017	0.93676	0.93703	0.999998	17066	0	-0.47017	5	0.59572	0.73491	1	12110	1	0.11767	0.2408	0.42138	0.998859	7627	2	0.11767	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Arhgef7	5	0.09285	0.21664	0.998376	3903	3	-0.51348	0.53083	0.67318	0.999998	11956	1	-0.51348	5	0.052246	0.14655	0.999936	2640	3	-0.85408	0.73267	0.77336	1	13463	1	-0.85408	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Med20	5	0.093028	0.21692	0.998376	3904	2	-0.031437	0.46002	0.60751	0.999998	10831	2	-0.031437	5	0.00026934	0.0012396	0.046382	486	3	-2.7291	0.16601	0.32441	0.984707	5971	2	-2.7291	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Pianp	5	0.093045	0.21694	0.998376	3905	2	0.23332	0.88525	0.88572	0.999998	16025	0	0.23332	5	0.2604	0.45966	1	6978	3	-0.34154	0.64467	0.73112	1	12721	1	-0.34154	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmtm8	5	0.093133	0.21707	0.998376	3906	1	0.13926	0.50759	0.65145	0.999998	11568	2	0.13926	5	0.57466	0.71796	1	11803	2	-0.071024	0.33378	0.50008	1	8933	2	-0.071024	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mlh1	5	0.093152	0.21711	0.998376	3907	3	-0.84947	0.40695	0.55945	0.999998	9957	1	-0.84947	5	0.23395	0.4253	1	6435	3	-0.3952	0.49583	0.64183	1	11208	2	-0.3952	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rsc1a1	4	0.09316	0.20297	0.998376	3908	3	-0.7118	0.9831	0.98317	0.999998	17996	0	-0.7118	4	0.17956	0.3433	1	5338	2	-0.31491	0.37308	0.51643	1	9507	2	-0.31491	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Spink3	4	0.093169	0.20299	0.998376	3909	2	-0.1402	0.39998	0.54447	0.999998	9859	1	-0.1402	4	0.13875	0.28273	1	4520	1	0.063513	0.34288	0.48463	1	9055	2	0.063513	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Acss1	5	0.093237	0.21724	0.998376	3910	1	-0.24048	0.51975	0.66273	0.999998	11788	2	-0.24048	5	0.65604	0.78181	1	13063	1	0.45605	0.10975	0.23788	0.957818	4522	3	0.45605	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fmnl2	5	0.093286	0.21731	0.998376	3911	2	-0.11424	0.3068	0.47004	0.999998	8332	2	-0.11424	5	0.54556	0.69489	1	11351	2	-0.16709	0.7338	0.77398	1	13474	1	-0.16709	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sergef	5	0.09334	0.21739	0.998376	3912	3	-0.46661	0.94914	0.9494	0.999998	17339	0	-0.46661	5	0.082911	0.21493	1	3434	3	-0.98698	0.94964	0.94989	1	16662	0	-0.98698	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Podn	5	0.093392	0.21748	0.998376	3913	2	0.53653	0.1059	0.22937	0.999998	4147	3	0.53653	5	0.98212	0.98224	1	17898	0	0.35551	0.032328	0.096222	0.889515	1956	4	0.35551	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Med31	5	0.093458	0.21759	0.998376	3914	3	-0.97757	0.54313	0.67897	0.999998	12070	1	-0.97757	5	0.00015357	0.00071025	0.031614	410	5	-2.1101	0.99966	0.99966	1	18124	0	-2.1101	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Pcdh9	5	0.09351	0.21767	0.998376	3915	2	0.0028414	0.32092	0.48238	0.999998	8556	2	0.0028414	5	0.19704	0.37654	1	5685	2	0.25991	0.28198	0.45608	1	8213	1	0.25991	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fgl2	5	0.093548	0.21773	0.998376	3916	2	-0.22185	0.13093	0.2691	0.999998	4786	2	-0.22185	5	0.63108	0.76358	1	12692	1	0.44297	0.044912	0.12805	0.891735	2592	3	0.44297	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Dsg1a	5	0.093578	0.21777	0.998376	3917	3	-0.69445	0.38801	0.54223	0.999998	9655	2	-0.69445	5	0.14186	0.30069	1	4579	3	-0.54148	0.5144	0.65857	1	11486	1	-0.54148	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
F9	5	0.09363	0.21785	0.998376	3918	3	-1.0761	0.36203	0.51892	0.999998	9204	1	-1.0761	5	0.057275	0.15846	1	2770	4	-0.82687	0.33025	0.49701	1	8889	1	-0.82687	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Atg9a	5	0.093652	0.21789	0.998376	3919	2	0.033952	0.58631	0.69587	0.999998	12388	1	0.033952	5	0.42956	0.60669	1	9565	2	0.16115	0.2834	0.45726	1	8229	2	0.16115	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tm4sf19	5	0.093755	0.21804	0.998376	3920	2	-0.074545	0.28407	0.45015	0.999998	7981	2	-0.074545	5	0.63233	0.76461	1	12717	2	0.099875	0.15739	0.31159	0.982035	5777	2	0.099875	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Trim45	5	0.09378	0.21808	0.998376	3921	3	-0.57822	0.7834	0.79857	0.999998	14393	1	-0.57822	5	0.63726	0.76874	1	12810	2	-0.26651	0.82046	0.82892	1	14415	1	-0.26651	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rsad2	5	0.093911	0.21827	0.998376	3922	3	-0.8466	0.92517	0.92553	0.999998	16833	0	-0.8466	5	0.13771	0.29469	1	4501	3	-0.78689	0.87562	0.8761	1	15264	1	-0.78689	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rhox3c	1	0.093915	0.093871	0.95988	3923	1	-2.2852	0.90609	0.90657	0.999998	16433	0	-2.2852	1	0.042713	0.042616	0.520261	2397	1	-3.6418	0.95729	0.95759	1	16835	0	-3.6418	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Acp5	5	0.093963	0.21835	0.998376	3924	2	0.16576	0.73039	0.76521	0.999998	13746	1	0.16576	5	0.29717	0.50632	1	7737	2	-0.18653	0.5322	0.6748	1	11732	2	-0.18653	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rsg1	5	0.093994	0.21839	0.998376	3925	3	-0.55472	0.32005	0.48167	0.999998	8538	2	-0.55472	5	0.27151	0.47392	1	7218	2	-0.16283	0.30968	0.47941	1	8592	2	-0.16283	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pcdh19	5	0.094028	0.21846	0.998376	3926	3	-0.61271	0.89809	0.89848	0.999998	16269	0	-0.61271	5	0.12643	0.2786	1	4258	2	-0.29099	0.78802	0.8063	1	14021	1	-0.29099	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lrrc69	5	0.094113	0.21859	0.998376	3927	3	-0.62518	0.15567	0.30775	0.999998	5457	1	-0.62518	5	0.11954	0.2687	1	4125	2	-0.17814	0.048044	0.13566	0.89572	2730	1	-0.17814	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rslcan18	5	0.094151	0.21865	0.998376	3928	3	-0.71238	0.9736	0.97369	0.999998	17787	0	-0.71238	5	0.1394	0.29713	1	4526	3	-0.64208	0.89424	0.89471	1	15624	0	-0.64208	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Esrrb	5	0.09417	0.21868	0.998376	3929	2	-0.30337	0.93157	0.93187	0.999998	16971	0	-0.30337	5	0.90075	0.90234	1	15926	1	0.050919	0.33657	0.50242	1	8966	2	0.050919	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Spryd7	5	0.094185	0.2187	0.998376	3930	3	-0.93384	0.51211	0.65562	0.999998	11656	2	-0.93384	5	0.025506	0.080824	0.757884	1923	3	-1.0534	0.55323	0.69416	1	12085	2	-1.0534	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cdh3	5	0.094274	0.21884	0.998376	3931	2	0.37854	0.12851	0.26528	0.999998	4727	3	0.37854	5	0.31782	0.52554	1	8050	2	0.64223	0.079708	0.18952	0.932873	3705	3	0.64223	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mageb4	5	0.09432	0.21892	0.998376	3932	2	0.56588	0.038363	0.11161	0.944873	2130	2	0.56588	5	0.14742	0.3085	1	4687	3	-0.70437	0.1339	0.2755	0.969886	5172	2	-0.70437	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Stam	5	0.094326	0.21893	0.998376	3933	1	0.15066	0.49118	0.63615	0.999998	11325	1	0.15066	5	0.41048	0.59269	1	9286	1	0.45552	0.096624	0.21695	0.950894	4164	3	0.45552	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klc4	5	0.094332	0.21894	0.998376	3934	3	-0.63061	0.62573	0.71267	0.999998	12720	1	-0.63061	5	0.37757	0.56854	1	8840	2	-0.20289	0.30555	0.47596	1	8538	2	-0.20289	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm4847	5	0.094337	0.21894	0.998376	3935	3	-0.68109	0.92342	0.92375	0.999998	16794	0	-0.68109	5	0.36025	0.55587	1	8614	2	-0.41543	0.68985	0.75166	1	13085	1	-0.41543	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Hrasls5	5	0.094354	0.21897	0.998376	3936	3	-0.4356	0.36706	0.52338	0.999998	9287	1	-0.4356	5	0.3003	0.51018	1	7795	1	0.30803	0.20197	0.37713	0.992307	6869	3	0.30803	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fbxl6	5	0.094371	0.219	0.998376	3937	3	-0.34924	0.37353	0.52925	0.999998	9383	2	-0.34924	5	0.27362	0.47668	1	7267	2	-0.25055	0.39687	0.55457	1	9843	2	-0.25055	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nebl	5	0.094377	0.21901	0.998376	3938	2	0.25058	0.13554	0.2763	0.999998	4923	2	0.25058	5	0.53549	0.68704	1	11197	2	0.48658	0.028871	0.087248	0.888536	1783	3	0.48658	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pou4f1	5	0.094423	0.21907	0.998376	3939	3	-0.4667	0.87746	0.87795	0.999998	15860	0	-0.4667	5	0.94066	0.9409	1	16845	0	0.02705	0.93101	0.93129	1	16280	0	0.02705	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Wnt7a	5	0.094456	0.21912	0.998376	3940	3	-0.45779	0.65253	0.72489	0.999998	12971	1	-0.45779	5	0.71166	0.80096	1	13486	1	0.23867	0.27672	0.45161	1	8136	2	0.23867	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Btnl6	5	0.094527	0.21924	0.998376	3941	2	-0.17096	0.26712	0.43531	0.999998	7738	2	-0.17096	5	0.11799	0.26651	1	4091	2	0.066763	0.52271	0.66614	1	11606	1	0.066763	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ebp	5	0.094557	0.21929	0.998376	3942	3	-0.70416	0.18323	0.34912	0.999998	6213	1	-0.70416	5	0.76761	0.82325	1	14023	1	-0.065595	0.25902	0.43663	1	7874	2	-0.065595	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ldlrad1	5	0.094579	0.21933	0.998376	3943	2	-0.1784	0.25811	0.42741	0.999998	7612	1	-0.1784	5	0.087885	0.22238	1	3516	2	0.56996	0.07081	0.17485	0.924605	3446	3	0.56996	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Foxb2	5	0.094648	0.21944	0.998376	3944	2	-0.24225	0.39174	0.54557	0.999998	9721	2	-0.24225	5	0.47457	0.6403	1	10265	2	0.38509	0.12822	0.26672	0.967558	5030	3	0.38509	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
S100a8	4	0.09467	0.20569	0.998376	3945	2	-0.17132	0.64572	0.67638	0.999998	12895	1	-0.17132	4	0.073755	0.17013	1	3200	2	-1.1461	0.71294	0.72776	1	13305	1	-1.1461	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Grk5	5	0.09474	0.21958	0.998376	3946	2	-0.10766	0.38302	0.53776	0.999998	9562	2	-0.10766	5	0.34281	0.54338	1	8385	1	0.44333	0.14822	0.29751	0.974042	5570	3	0.44333	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fbxo47	5	0.09476	0.21962	0.998376	3947	3	-0.71484	0.9254	0.92574	0.999998	16840	0	-0.71484	5	0.21481	0.40006	1	6074	3	-0.49677	0.73022	0.77207	1	13440	1	-0.49677	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Uba6	4	0.094768	0.20587	0.998376	3948	3	-0.64141	0.58386	0.63808	0.999998	12370	1	-0.64141	4	0.21063	0.37271	1	5995	2	-0.57693	0.86192	0.86191	1	15047	0	-0.57693	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Kat6b	5	0.094792	0.21967	0.998376	3949	2	-0.00038488	0.36785	0.52407	0.999998	9303	2	-0.00038488	5	0.073911	0.19584	1	3207	3	-0.69106	0.28408	0.45782	1	8242	2	-0.69106	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tigd2	5	0.094806	0.21968	0.998376	3950	3	-0.6485	0.90961	0.91	0.999998	16515	0	-0.6485	5	0.27836	0.48266	1	7371	3	-0.36216	0.7041	0.75864	1	13227	1	-0.36216	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Myo3b	5	0.094828	0.21971	0.998376	3951	3	-0.60376	0.4037	0.5565	0.999998	9912	1	-0.60376	5	0.16404	0.3317	1	5031	3	-0.42596	0.83581	0.84068	1	14635	1	-0.42596	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cadps2	5	0.094838	0.21973	0.998376	3952	2	-0.19118	0.69823	0.7476	0.999998	13394	1	-0.19118	5	0.22786	0.41731	1	6309	2	-0.14921	0.25295	0.43155	1	7781	2	-0.14921	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gdf9	5	0.094839	0.21974	0.998376	3953	3	-0.66816	0.45223	0.60045	0.999998	10695	1	-0.66816	5	0.21933	0.40597	1	6146	2	-0.13072	0.80183	0.81547	1	14191	1	-0.13072	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ints3	5	0.094844	0.21974	0.998376	3954	1	0.11245	0.72548	0.76244	0.999998	13696	1	0.11245	5	7.0594e-06	3.1979e-05	0.003801	154	5	-3.0306	0.99999	0.99999	1	18332	0	-3.0306	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Zfp28	5	0.094896	0.21982	0.998376	3955	3	-0.46463	0.47231	0.61877	0.999998	11019	1	-0.46463	5	0.27351	0.47652	1	7264	2	0.10272	0.44246	0.59444	1	10469	2	0.10272	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tbc1d10c	5	0.094942	0.21988	0.998376	3956	3	-0.33678	0.34932	0.5076	0.999998	9002	1	-0.33678	5	0.40443	0.58822	1	9201	2	-0.077274	0.85525	0.85682	1	14933	1	-0.077274	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc25a12	5	0.094975	0.21994	0.998376	3957	3	-0.59217	0.088714	0.20133	0.99783	3656	1	-0.59217	5	0.2291	0.41895	1	6334	2	-0.1457	0.027266	0.083063	0.888536	1691	1	-0.1457	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Zscan12	4	0.094994	0.20626	0.998376	3958	2	-0.43459	0.15251	0.27746	0.999998	5365	1	-0.43459	4	0.47987	0.62795	1	10340	1	0.0042795	0.041104	0.10226	0.891087	2392	1	0.0042795	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gnai2	5	0.094999	0.21997	0.998376	3959	2	0.094385	0.73776	0.7695	0.999998	13835	1	0.094385	5	0.18656	0.36241	1	5467	3	-0.59406	0.93598	0.93627	1	16377	0	-0.59406	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cd59b	5	0.095077	0.2201	0.998376	3960	3	-0.64624	0.84224	0.84405	0.999998	15234	1	-0.64624	5	0.0977	0.23699	1	3686	3	-0.79224	0.95599	0.95624	1	16803	0	-0.79224	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mdk	5	0.095088	0.22011	0.998376	3961	3	-0.52906	0.22926	0.40232	0.999998	7169	1	-0.52906	5	0.15021	0.31241	1	4736	2	-0.17923	0.067299	0.16908	0.920908	3344	1	-0.17923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nek11	5	0.095115	0.22016	0.998376	3962	2	-0.068537	0.32555	0.48651	0.999998	8625	1	-0.068537	5	0.9244	0.92475	1	16475	0	-0.10619	0.16446	0.32209	0.984707	5933	2	-0.10619	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Klhl12	5	0.095149	0.22021	0.998376	3963	3	-0.8497	0.96378	0.96396	0.999998	17598	0	-0.8497	5	0.0027838	0.012021	0.226879	952	5	-1.2619	0.99722	0.99721	1	17859	0	-1.2619	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Krt14	5	0.095156	0.22022	0.998376	3964	3	-0.42995	0.67795	0.73713	0.999998	13190	1	-0.42995	5	0.56047	0.7067	1	11587	2	0.14655	0.53549	0.67781	1	11805	2	0.14655	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Akr7a5	5	0.095258	0.22041	0.998376	3965	2	-0.075865	0.47037	0.61697	0.999998	10987	2	-0.075865	5	0.17705	0.34945	1	5282	2	-0.24127	0.34836	0.51248	1	9136	2	-0.24127	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Vmn1r6	4	0.095307	0.20681	0.998376	3966	3	-0.55794	0.50552	0.59563	0.999998	11530	1	-0.55794	4	0.082927	0.18687	1	3435	2	-0.33749	0.70571	0.72258	1	13240	1	-0.33749	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Prl7d1	5	0.095371	0.2206	0.998376	3967	3	-0.64527	0.26843	0.43642	0.999998	7755	2	-0.64527	5	0.41196	0.59377	1	9304	2	-0.20153	0.26107	0.43833	1	7907	2	-0.20153	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mme	5	0.095439	0.2207	0.998376	3968	3	-0.74071	0.21457	0.38958	0.999998	6935	2	-0.74071	5	0.084993	0.218	1	3470	2	0.12915	0.29521	0.46722	1	8399	2	0.12915	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Atxn7l1	10	0.095484	0.28112	0.998376	3969	4	0.071841	0.60297	0.79892	0.999998	12522	3	0.071841	10	0.33505	0.6284	1	8278	5	-0.26722	0.52384	0.75551	1	11616	2	-0.26722	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Parm1	4	0.095535	0.20722	0.998376	3970	2	-0.59697	0.77038	0.77156	0.999998	14217	1	-0.59697	4	0.52453	0.66437	1	11023	1	0.14674	0.30258	0.44213	1	8489	2	0.14674	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
E130308A19Rik	5	0.095569	0.22089	0.998376	3971	2	-0.24068	0.73632	0.76866	0.999998	13817	1	-0.24068	5	0.47353	0.63952	1	10250	2	0.39315	0.15283	0.30466	0.977996	5676	3	0.39315	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ddx50	5	0.095621	0.22097	0.998376	3972	2	0.35156	0.19073	0.36031	0.999998	6412	3	0.35156	5	0.38973	0.57734	1	9001	2	0.22628	0.24945	0.42862	1	7733	2	0.22628	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ihh	5	0.095669	0.22105	0.998376	3973	2	-0.29861	0.73539	0.7681	0.999998	13804	1	-0.29861	5	0.1322	0.28683	1	4385	2	0.047442	0.73154	0.77277	1	13450	1	0.047442	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Guca2a	4	0.095691	0.2075	0.998376	3974	3	-0.51146	0.71775	0.72746	0.999998	13611	1	-0.51146	4	0.17484	0.33887	1	5237	2	-0.092985	0.78911	0.79005	1	14037	1	-0.092985	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slfn9	5	0.095724	0.22114	0.998376	3975	1	-0.16649	0.33434	0.49441	0.999998	8771	1	-0.16649	5	0.45777	0.62774	1	10001	2	0.16532	0.23198	0.41394	0.998151	7488	2	0.16532	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lrtm1	5	0.095776	0.22122	0.998376	3976	3	-0.97105	0.43916	0.58853	0.999998	10489	2	-0.97105	5	0.066043	0.17832	1	2999	3	-0.86569	0.35396	0.51727	1	9221	2	-0.86569	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mina	5	0.095828	0.2213	0.998376	3977	3	-0.45025	0.53607	0.67634	0.999998	12013	1	-0.45025	5	0.17428	0.3457	1	5228	3	-0.4552	0.49502	0.64112	1	11193	1	-0.4552	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ndufa7	5	0.095931	0.22145	0.998376	3978	2	-0.23606	0.79127	0.80399	0.999998	14493	1	-0.23606	5	0.02912	0.090136	0.804107	2023	4	-0.80273	0.97596	0.97612	1	17222	0	-0.80273	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fam221b	5	0.095985	0.22153	0.998376	3979	3	-0.78138	0.25519	0.42486	0.999998	7560	1	-0.78138	5	0.058847	0.16202	1	2808	3	-1.1527	0.31306	0.48236	1	8629	2	-1.1527	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccdc113	5	0.096041	0.22162	0.998376	3980	3	-0.51969	0.24731	0.41805	0.999998	7446	1	-0.51969	5	0.90201	0.90345	1	15945	1	-0.064336	0.1859	0.3537	0.98809	6467	1	-0.064336	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tas2r104	5	0.096086	0.22168	0.998376	3981	3	-0.48089	0.19547	0.36726	0.999998	6530	1	-0.48089	5	0.064963	0.17596	1	2978	3	-1.6551	0.07723	0.18545	0.931254	3638	2	-1.6551	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pgr	5	0.096155	0.22179	0.998376	3982	3	-0.48942	0.16061	0.31527	0.999998	5594	1	-0.48942	5	0.85633	0.86948	1	15105	1	0.22915	0.069843	0.17326	0.923627	3420	2	0.22915	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Phka1	5	0.096156	0.22179	0.998376	3983	3	-0.38315	0.92466	0.92501	0.999998	16823	0	-0.38315	5	0.10354	0.24553	1	3792	3	-0.50692	0.72241	0.76798	1	13375	1	-0.50692	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccdc27	5	0.096167	0.22181	0.998376	3984	3	-0.68698	0.92174	0.92208	0.999998	16761	0	-0.68698	5	0.31468	0.5233	1	8009	2	-0.19119	0.90214	0.90255	1	15765	0	-0.19119	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Wdr53	5	0.096208	0.22187	0.998376	3985	2	-0.32235	0.049027	0.13429	0.96404	2507	2	-0.32235	5	0.29295	0.50098	1	7648	2	0.3818	0.017465	0.05658	0.871056	1176	3	0.3818	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm97	5	0.096223	0.2219	0.998376	3986	3	-0.80745	0.87984	0.8803	0.999998	15912	0	-0.80745	5	0.045577	0.13083	0.956627	2462	3	-1.8357	0.93662	0.9369	1	16385	0	-1.8357	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cct4	5	0.096277	0.22198	0.998376	3987	2	0.77831	0.16381	0.32008	0.999998	5674	3	0.77831	5	0.00077258	0.0034835	0.096968	645	4	-1.8822	0.94873	0.94899	1	16649	0	-1.8822	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
