id	tvsc.num	tvsc.neg.score	tvsc.neg.p.value	tvsc.neg.fdr	tvsc.neg.rank	tvsc.neg.goodsgrna	tvsc.neg.lfc	tvsc.pos.score	tvsc.pos.p.value	tvsc.pos.fdr	tvsc.pos.rank	tvsc.pos.goodsgrna	tvsc.pos.lfc	tvsp.num	tvsp.neg.score	tvsp.neg.p.value	tvsp.neg.fdr	tvsp.neg.rank	tvsp.neg.goodsgrna	tvsp.neg.lfc	tvsp.pos.score	tvsp.pos.p.value	tvsp.pos.fdr	tvsp.pos.rank	tvsp.pos.goodsgrna	tvsp.pos.lfc	tvsc.enriched	tvsc.depleted	tvsp.enriched	tvsp.depleted	sig.enriched	sig.depleted	sig
Ddb1	5	3.7995e-07	1.3436e-06	0.001904	11	5	-1.9447	1	1	1	18418	0	-1.9447	5	7.8717e-09	2.6873e-07	0.00019	6	5	-2.3735	1	1	1	18419	0	-2.3735	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Snrnp35	5	4.2903e-07	1.3436e-06	0.001904	12	5	-2.1795	1	1	1	18417	0	-2.1795	5	0.00021986	0.0010064	0.040746	456	5	-2.2481	0.99591	0.9959	1	17791	0	-2.2481	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Tinf2	5	4.7837e-07	1.3436e-06	0.001904	13	5	-2.7598	0.9984	0.9984	1	18238	0	-2.7598	5	2.3816e-05	0.00011152	0.009381	217	4	-2.1132	0.78411	0.80381	1	13978	1	-2.1132	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Ccna2	5	8.8755e-07	3.4935e-06	0.004597	14	4	-2.805	0.93525	0.93552	1	16731	0	-2.805	5	5.5262e-06	2.4454e-05	0.003128	143	5	-2.9398	0.99953	0.99951	1	18090	0	-2.9398	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Eif2b3	5	1.1851e-06	4.0309e-06	0.004675	15	5	-3.4632	1	1	1	18416	0	-3.4632	5	3.3552e-08	2.6873e-07	0.00019	12	5	-4.1558	1	1	1	18414	0	-4.1558	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Foxa2	5	1.3202e-06	4.5684e-06	0.004675	16	5	-1.2655	1	1	1	18415	0	-1.2655	5	8.2006e-05	0.00037326	0.019759	346	5	-1.4132	0.99992	0.99992	1	18212	0	-1.4132	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Hspa9	5	1.3284e-06	4.5684e-06	0.004675	17	4	-1.6839	0.95934	0.95953	1	17213	0	-1.6839	5	0.023626	0.075966	0.731357	1872	2	-0.026269	0.34681	0.51119	1	9110	1	-0.026269	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Arid4a	5	1.4222e-06	4.5684e-06	0.004675	18	5	-2.355	0.98523	0.98533	1	17827	0	-2.355	5	0.051133	0.14392	0.996554	2605	3	-1.1205	0.024905	0.076686	0.883506	1576	2	-1.1205	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Triap1	5	1.613e-06	6.1807e-06	0.005693	19	5	-1.9532	1	1	1	18414	0	-1.9532	5	8.7302e-05	0.0003996	0.02062	356	5	-1.6627	0.99991	0.99991	1	18209	0	-1.6627	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Dis3	5	1.6754e-06	6.1807e-06	0.005693	20	4	-1.1647	0.18153	0.34636	1	6232	1	-1.1647	5	0.11069	0.25595	1	3927	3	-0.47527	0.093057	0.21123	0.945501	4072	1	-0.47527	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Copb2	5	2.0234e-06	6.7182e-06	0.005893	21	5	-1.8931	1	1	1	18413	0	-1.8931	5	2.9526e-08	2.6873e-07	0.00019	11	5	-2.8018	1	1	1	18415	0	-2.8018	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Ptcd3	5	2.1656e-06	7.2556e-06	0.006076	22	5	-2.3562	0.99959	0.99958	1	18317	0	-2.3562	5	0.021063	0.069265	0.694073	1797	4	-0.95221	0.98876	0.98881	1	17540	0	-0.95221	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Snrpd3	5	2.5436e-06	1.1018e-05	0.008825	23	4	-4.6746	0.65735	0.71977	1	12747	1	-4.6746	5	8.117e-08	2.6873e-07	0.00019	22	4	-5.2505	0.98582	0.98591	1	17457	0	-5.2505	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Wdr55	5	3.4974e-06	1.4243e-05	0.010451	24	5	-1.5353	1	0.99999	1	18412	0	-1.5353	5	0.0011035	0.0049567	0.123729	723	5	-1.5812	0.9981	0.99809	1	17916	0	-1.5812	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Tcp1	5	3.5682e-06	1.478e-05	0.010451	25	5	-3.164	1	0.99999	1	18411	0	-3.164	5	3.5972e-08	2.6873e-07	0.00019	13	5	-4.5925	1	1	1	18405	0	-4.5925	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Med20	5	3.6702e-06	1.5317e-05	0.010451	26	4	-3.0651	0.88326	0.88374	1	15742	0	-3.0651	5	0.00026934	0.0012396	0.046382	486	3	-2.7291	0.16601	0.32441	0.984707	5971	2	-2.7291	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Phf5a	3	3.9623e-06	1.2093e-05	0.009282	27	3	-2.3762	1	1	1	18410	0	-2.3762	3	0.00040504	0.0012036	0.045498	546	3	-2.6172	0.99959	0.99959	1	18106	0	-2.6172	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Smu1	5	4.0307e-06	1.8005e-05	0.011779	28	5	-2.644	1	0.99999	1	18409	0	-2.644	5	1.9804e-07	8.0618e-07	0.000391	31	5	-3.2068	1	1	1	18400	0	-3.2068	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Mau2	5	4.3072e-06	1.8542e-05	0.011779	29	5	-2.4256	0.99741	0.99741	1	18198	0	-2.4256	5	3.7119e-05	0.00017817	0.012201	259	5	-2.2015	0.99976	0.99975	1	18150	0	-2.2015	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Atad3a	5	5.1919e-06	2.1767e-05	0.01284	30	5	-1.553	0.99999	0.99999	1	18408	0	-1.553	5	1.4257e-05	5.9389e-05	0.005872	184	5	-2.1329	0.99999	0.99999	1	18315	0	-2.1329	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Lrrc8a	5	5.2285e-06	2.1767e-05	0.01284	31	5	-1.5097	0.99999	0.99999	1	18407	0	-1.5097	5	0.00096653	0.0043268	0.111792	694	5	-0.85027	0.99903	0.99903	1	18015	0	-0.85027	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Alg9	5	5.5198e-06	2.4454e-05	0.013154	32	5	-2.5704	0.99999	0.99999	1	18402	0	-2.5704	5	7.8085e-08	2.6873e-07	0.00019	21	5	-2.9839	1	1	1	18409	0	-2.9839	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Gmps	5	5.5575e-06	2.4454e-05	0.013154	33	4	-2.8629	0.25863	0.42148	1	7531	1	-2.8629	5	0.0011136	0.0050056	0.124383	726	4	-2.0073	0.19401	0.36554	0.990852	6677	1	-2.0073	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Rpa1	5	5.734e-06	2.4992e-05	0.013154	34	5	-2.2604	0.99942	0.9994	1	18301	0	-2.2604	5	1.0965e-06	4.0309e-06	0.000917	75	5	-2.6801	1	1	1	18369	0	-2.6801	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Naa20	4	6.0209e-06	2.2304e-05	0.01284	35	4	-2.614	0.9997	0.99969	1	18333	0	-2.614	4	3.4273e-06	1.2093e-05	0.00192	122	4	-2.987	1	1	1	18349	0	-2.987	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Prc1	5	6.4787e-06	2.9291e-05	0.01409	36	5	-2.1323	0.99999	0.99999	1	18406	0	-2.1323	5	3.8353e-07	1.3436e-06	0.000527	44	5	-2.9979	0.99999	0.99999	1	18317	0	-2.9979	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Eefsec	5	6.5756e-06	2.9829e-05	0.01409	37	4	-1.6006	0.93382	0.93408	1	16703	0	-1.6006	5	0.011054	0.04205	0.516082	1458	3	-1.1673	0.11839	0.25147	0.959569	4787	1	-1.1673	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Cct2	5	6.6145e-06	2.9829e-05	0.01409	38	5	-2.3518	0.99999	0.99999	1	18405	0	-2.3518	5	0.0029588	0.012726	0.235146	971	5	-1.3807	0.99184	0.99191	1	17640	0	-1.3807	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Hmgcs1	5	7.0248e-06	3.1979e-05	0.014728	39	4	-2.5308	0.46138	0.60731	1	10745	1	-2.5308	5	1.6701e-06	6.1807e-06	0.001238	90	4	-2.8183	0.58245	0.70597	1	12281	1	-2.8183	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Rpl34	4	7.5393e-06	2.8754e-05	0.01409	40	4	-3.7931	0.99999	0.99998	1	18401	0	-3.7931	4	2.0335e-08	2.6873e-07	0.00019	10	4	-4.3848	1	1	1	18416	0	-4.3848	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Eif2b5	5	7.6084e-06	3.6278e-05	0.0163	41	5	-3.3353	0.99924	0.99922	1	18290	0	-3.3353	5	1.6022e-08	2.6873e-07	0.00019	8	5	-4.182	1	1	1	18417	0	-4.182	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Slc33a1	5	8.0618e-06	3.7353e-05	0.016384	42	4	-1.9705	0.80369	0.81028	1	14402	1	-1.9705	5	0.035958	0.10737	0.877464	2207	3	-1.0076	0.43926	0.59165	1	10425	1	-1.0076	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Pmvk	5	8.9161e-06	4.004e-05	0.016466	43	5	-1.8842	0.99999	0.99999	1	18404	0	-1.8842	5	7.7738e-08	2.6873e-07	0.00019	20	5	-2.4694	1	1	1	18410	0	-2.4694	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Pgls	5	9.0326e-06	4.0578e-05	0.016466	44	5	-1.449	0.99994	0.99995	1	18385	0	-1.449	5	0.00040674	0.0018588	0.061899	547	5	-1.254	0.99959	0.99958	1	18105	0	-1.254	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Rfc5	5	9.1152e-06	4.0578e-05	0.016466	45	5	-3.5668	0.99935	0.99933	1	18295	0	-3.5668	5	5.5894e-08	2.6873e-07	0.00019	17	5	-4.1503	0.99997	0.99998	1	18283	0	-4.1503	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Uxs1	5	9.2081e-06	4.1115e-05	0.016466	46	5	-2.5861	0.99907	0.99906	1	18279	0	-2.5861	5	2.4885e-06	1.1018e-05	0.001851	106	5	-2.6347	0.99998	0.99998	1	18307	0	-2.6347	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Imp3	5	9.8879e-06	4.3803e-05	0.017169	47	3	-2.298	0.51259	0.65578	1	11574	1	-2.298	5	1.9972e-06	6.7182e-06	0.001289	96	4	-2.77	0.9685	0.96866	1	17072	0	-2.77	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Timm13	5	1.0705e-05	4.8102e-05	0.017372	48	4	-2.3374	0.91511	0.9154	1	16333	0	-2.3374	5	2.4802e-06	1.1018e-05	0.001851	105	5	-2.5224	0.99762	0.99759	1	17889	0	-2.5224	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Gtf2b	5	1.0917e-05	4.864e-05	0.017372	49	4	-3.8988	0.92766	0.92798	1	16596	0	-3.8988	5	3.1559e-05	0.00014914	0.011401	239	5	-4.1929	0.99961	0.9996	1	18109	0	-4.1929	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Ankrd11	5	1.1044e-05	4.864e-05	0.017372	50	5	-1.494	0.99999	0.99999	1	18403	0	-1.494	5	6.1469e-06	2.7141e-05	0.003356	149	5	-1.701	0.99999	0.99999	1	18334	0	-1.701	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Elp6	5	1.1822e-05	5.0789e-05	0.017372	51	5	-2.6364	0.99861	0.9986	1	18250	0	-2.6364	5	4.6287e-05	0.00022063	0.014064	282	5	-2.4053	0.9985	0.9985	1	17947	0	-2.4053	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Paics	5	1.1938e-05	5.0789e-05	0.017372	52	5	-3.3857	0.99994	0.99994	1	18383	0	-3.3857	5	0.00020047	0.00092039	0.038188	443	5	-3.2745	0.99933	0.99932	1	18058	0	-3.2745	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Rps21	5	1.2349e-05	5.1864e-05	0.017372	53	5	-1.9377	0.99192	0.99198	1	18003	0	-1.9377	5	3.008e-07	8.0618e-07	0.000391	37	5	-2.486	0.99992	0.99992	1	18217	0	-2.486	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Rrp7a	5	1.2487e-05	5.1864e-05	0.017372	54	4	-1.8442	0.9687	0.96887	1	17431	0	-1.8442	5	1.4402e-05	5.9926e-05	0.005872	187	4	-2.0561	0.83298	0.83844	1	14589	1	-2.0561	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Ppp1r10	5	1.2775e-05	5.2939e-05	0.017415	55	5	-1.0028	0.98053	0.98066	1	17713	0	-1.0028	5	0.0050712	0.021172	0.331242	1146	2	0.34312	0.018401	0.059155	0.871056	1234	3	0.34312	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Prelid1	4	1.3231e-05	5.1864e-05	0.017372	56	4	-4.8857	0.99993	0.99993	1	18381	0	-4.8857	4	1.0496e-07	2.6873e-07	0.00019	24	4	-5.4155	1	1	1	18407	0	-5.4155	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Kars	5	1.4112e-05	5.8851e-05	0.01902	57	4	-2.9353	0.95141	0.95165	1	17064	0	-2.9353	5	1.3137e-06	4.5684e-06	0.000956	84	5	-3.4335	0.99997	0.99998	1	18286	0	-3.4335	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Pold1	5	1.4544e-05	6.1539e-05	0.019546	58	4	-2.5807	0.96086	0.96103	1	17243	0	-2.5807	5	2.5812e-06	1.1555e-05	0.001851	108	5	-3.0446	0.99994	0.99995	1	18235	0	-3.0446	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Gpn1	5	1.7011e-05	7.4437e-05	0.02248	59	4	-4.635	0.9489	0.94918	1	17016	0	-4.635	5	1.3882e-07	8.0618e-07	0.000391	28	4	-4.9058	0.94126	0.94151	1	16481	0	-4.9058	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Atp5f1	4	1.7066e-05	6.6376e-05	0.020725	60	3	-1.4302	0.17213	0.29492	0.989008	6000	1	-1.4302	4	0.12093	0.25293	1	4152	3	-0.52978	0.099093	0.21288	0.947931	4244	1	-0.52978	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Timm44	5	1.8233e-05	7.9812e-05	0.023714	61	5	-2.6091	0.99998	0.99998	1	18400	0	-2.6091	5	9.8675e-07	4.0309e-06	0.000917	73	5	-3.2123	1	1	1	18374	0	-3.2123	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Eif2s1	3	2.0423e-05	6.9063e-05	0.021205	62	3	-3.7264	0.99998	0.99998	1	18399	0	-3.7264	3	4.8978e-05	0.00015774	0.01167	288	3	-3.7959	0.99995	0.99996	1	18247	0	-3.7959	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Atp6v0b	5	2.0762e-05	8.8949e-05	0.02601	63	4	-2.1789	0.95005	0.95029	1	17034	0	-2.1789	5	4.4457e-05	0.00021095	0.01367	276	5	-3.2046	0.99996	0.99996	1	18252	0	-3.2046	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Mapkapk2	5	2.2114e-05	9.6473e-05	0.027769	64	4	-1.5612	0.9754	0.97554	1	17585	0	-1.5612	5	0.0095368	0.037775	0.483736	1399	4	-0.99027	0.58131	0.70553	1	12276	1	-0.99027	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Impdh2	5	2.5024e-05	0.00011851	0.033378	65	5	-1.7923	0.9952	0.99518	1	18109	0	-1.7923	5	0.098645	0.23836	1	3700	3	-0.52341	0.83224	0.83786	1	14574	1	-0.52341	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Dbr1	5	2.5613e-05	0.00011958	0.033378	66	5	-2.896	0.99997	0.99998	1	18398	0	-2.896	5	3.5278e-07	1.3436e-06	0.000527	41	5	-3.4469	1	1	1	18395	0	-3.4469	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Mmachc	5	2.6839e-05	0.0001255	0.033506	67	5	-1.2725	0.99997	0.99997	1	18397	0	-1.2725	5	9.3771e-05	0.00042755	0.021579	364	5	-1.2224	0.99991	0.99991	1	18204	0	-1.2224	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Sf1	5	2.7017e-05	0.0001255	0.033506	68	4	-2.6385	0.78799	0.79845	1	14179	1	-2.6385	5	1.4575e-05	6.1539e-05	0.005998	188	5	-3.3506	0.99873	0.99872	1	17973	0	-3.3506	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Arl2	5	2.7097e-05	0.0001255	0.033506	69	5	-2.6251	0.99997	0.99997	1	18394	0	-2.6251	5	9.483e-09	2.6873e-07	0.00019	7	5	-3.6033	1	1	1	18418	0	-3.6033	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Aldoa	5	2.8408e-05	0.00013087	0.034441	70	5	-2.164	0.99685	0.99682	1	18183	0	-2.164	5	8.7274e-08	2.6873e-07	0.00019	23	5	-2.6193	1	1	1	18408	0	-2.6193	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Mcm2	5	2.9278e-05	0.00013732	0.03563	71	4	-2.1036	0.93613	0.93641	1	16753	0	-2.1036	5	3.3773e-06	1.4243e-05	0.002133	121	5	-2.6462	0.99999	0.99999	1	18321	0	-2.6462	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Rrp1	5	2.9884e-05	0.00014001	0.035822	72	4	-2.2923	0.15887	0.31197	0.99365	5663	1	-2.2923	5	0.0002413	0.0011026	0.043494	466	4	-2.2131	0.15641	0.31008	0.981684	5752	1	-2.2131	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Eif4a3	5	3.0495e-05	0.00014216	0.035874	73	5	-4.2753	0.99997	0.99997	1	18396	0	-4.2753	5	3.0352e-07	8.0618e-07	0.000391	38	5	-5.5165	1	0.99999	1	18346	0	-5.5165	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Trmt6	5	3.2388e-05	0.00015506	0.038086	74	5	-1.8018	0.99997	0.99997	1	18395	0	-1.8018	5	1.0717e-09	2.6873e-07	0.00019	3	5	-2.4984	1	1	1	18420	0	-2.4984	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Trappc4	5	3.2404e-05	0.00015506	0.038086	75	4	-2.0183	0.5464	0.67025	1	11848	1	-2.0183	5	0.021071	0.069287	0.694073	1799	3	-0.86511	0.017406	0.056406	0.871056	1171	1	-0.86511	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Snrnp200	5	3.3245e-05	0.00015774	0.038125	76	5	-1.8674	0.99997	0.99997	1	18393	0	-1.8674	5	3.421e-07	1.3436e-06	0.000527	40	5	-2.0447	1	1	1	18396	0	-2.0447	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Tma16	5	3.3522e-05	0.00015936	0.038125	77	5	-3.5954	0.98772	0.98776	1	17902	0	-3.5954	5	2.3151e-07	8.0618e-07	0.000391	34	5	-3.9783	0.99993	0.99994	1	18229	0	-3.9783	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Orc3	5	3.4307e-05	0.00016151	0.038144	78	5	-2.0506	0.99982	0.99983	1	18354	0	-2.0506	5	0.0077584	0.031337	0.437342	1286	4	-1.639	0.58861	0.7083	1	12317	1	-1.639	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Hk2	5	3.5705e-05	0.00016903	0.039416	79	5	-2.5537	0.99996	0.99997	1	18392	0	-2.5537	5	7.978e-05	0.00036251	0.019246	345	5	-2.8998	0.99978	0.99978	1	18155	0	-2.8998	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Mcm3ap	5	3.6551e-05	0.00017494	0.040285	80	5	-1.4619	0.99996	0.99996	1	18391	0	-1.4619	5	0.015604	0.054622	0.611332	1598	4	-1.0943	0.61345	0.71814	1	12477	1	-1.0943	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Upf1	5	3.7878e-05	0.00018247	0.041499	81	5	-2.5104	0.99971	0.99971	1	18335	0	-2.5104	5	2.3692e-06	8.868e-06	0.001602	102	5	-2.371	1	1	1	18358	0	-2.371	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Rbm22	5	3.9016e-05	0.0001873	0.042051	82	5	-2.5673	0.99707	0.99706	1	18190	0	-2.5673	5	7.4632e-08	2.6873e-07	0.00019	19	5	-3.5908	0.99983	0.99984	1	18178	0	-3.5908	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Psma4	5	3.951e-05	0.00018999	0.042051	83	4	-2.2526	0.90021	0.90058	1	16064	0	-2.2526	5	2.8896e-09	2.6873e-07	0.00019	4	5	-3.4897	0.99746	0.99744	1	17874	0	-3.4897	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Psmb4	5	3.9827e-05	0.00019268	0.042051	84	5	-1.8171	0.99996	0.99996	1	18390	0	-1.8171	5	2.282e-05	0.000104	0.008911	213	5	-2.2024	0.99998	0.99998	1	18296	0	-2.2024	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Eef1e1	5	4.0613e-05	0.00019751	0.042051	85	5	-2.3739	0.99996	0.99996	1	18389	0	-2.3739	5	5.9486e-07	1.8811e-06	0.000619	55	5	-3.6963	1	1	1	18385	0	-3.6963	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Cbfb	5	4.068e-05	0.00019751	0.042051	86	5	-1.5587	0.99964	0.99964	1	18328	0	-1.5587	5	0.0012804	0.0057156	0.135686	759	4	-1.6577	0.98161	0.98173	1	17348	0	-1.6577	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE
Atp6v0c	5	4.0816e-05	0.00019859	0.042051	87	5	-3.3309	0.99729	0.99727	1	18195	0	-3.3309	5	4.054e-08	2.6873e-07	0.00019	14	5	-4.5874	0.9988	0.99879	1	17983	0	-4.5874	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Nup85	5	4.4284e-05	0.00020988	0.043936	88	5	-2.4576	0.99996	0.99996	1	18388	0	-2.4576	5	4.5813e-07	1.3436e-06	0.000527	47	5	-3.2767	1	1	1	18392	0	-3.2767	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Pwp2	5	4.5589e-05	0.00021686	0.044888	89	5	-2.4656	0.99983	0.99984	1	18359	0	-2.4656	5	0.00027799	0.0012805	0.047368	491	3	-1.9699	0.84919	0.85157	1	14844	1	-1.9699	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
Rabggtb	5	4.6334e-05	0.00022063	0.04516	90	5	-3.9978	0.99495	0.99494	1	18103	0	-3.9978	5	1.6446e-05	7.0675e-05	0.006609	196	5	-4.7639	0.99993	0.99994	1	18228	0	-4.7639	FALSE	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE
