id	tvsc.num	tvsc.neg.score	tvsc.neg.p.value	tvsc.neg.fdr	tvsc.neg.rank	tvsc.neg.goodsgrna	tvsc.neg.lfc	tvsc.pos.score	tvsc.pos.p.value	tvsc.pos.fdr	tvsc.pos.rank	tvsc.pos.goodsgrna	tvsc.pos.lfc	tvsp.num	tvsp.neg.score	tvsp.neg.p.value	tvsp.neg.fdr	tvsp.neg.rank	tvsp.neg.goodsgrna	tvsp.neg.lfc	tvsp.pos.score	tvsp.pos.p.value	tvsp.pos.fdr	tvsp.pos.rank	tvsp.pos.goodsgrna	tvsp.pos.lfc	tvsc.enriched	tvsc.depleted	tvsp.enriched	tvsp.depleted	sig.enriched	sig.depleted	sig
Ssb	5	0.032727	0.10613	0.8956	2143	4	-1.2846	0.41365	0.56278	1	9975	1	-1.2846	5	0.0012621	0.0056403	0.134419	757	4	-1.8536	0.56668	0.70013	1	12178	1	-1.8536	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mysm1	5	0.032774	0.10626	0.896269	2144	3	-1.5997	0.59778	0.69188	1	12256	1	-1.5997	5	0.018112	0.061478	0.65164	1700	3	-1.4232	0.42766	0.58145	1	10255	2	-1.4232	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fam166a	5	0.03282	0.10637	0.896413	2145	4	-0.50109	0.63493	0.70887	1	12536	1	-0.50109	5	0.46831	0.63558	1	10179	2	-0.2488	0.71346	0.76337	1	13308	1	-0.2488	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Laptm4a	4	0.03282	0.099459	0.87919	2146	4	-0.77738	0.96718	0.96728	1	17389	0	-0.77738	4	0.1446	0.29229	1	4626	2	-0.62543	0.95016	0.9503	1	16673	0	-0.62543	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pstk	5	0.032876	0.1065	0.897122	2147	4	-0.5027	0.49605	0.63996	1	11308	1	-0.5027	5	0.013084	0.047733	0.561514	1523	4	-0.82185	0.79798	0.81283	1	14140	1	-0.82185	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rin2	5	0.032906	0.10658	0.897386	2148	3	-0.31783	0.37609	0.52803	1	9349	2	-0.31783	5	0.96536	0.96555	1	17441	0	0.11736	0.10503	0.23041	0.957818	4393	2	0.11736	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Card9	5	0.03296	0.10671	0.897724	2149	3	-0.33374	0.86688	0.86722	1	15448	0	-0.33374	5	0.23777	0.43044	1	6527	2	-0.24276	0.75613	0.78656	1	13693	1	-0.24276	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Adcy7	5	0.032967	0.10673	0.897724	2150	3	-0.98303	0.8457	0.84636	1	15083	1	-0.98303	5	0.55632	0.70344	1	11518	2	-0.30947	0.8481	0.85066	1	14828	1	-0.30947	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Phlda3	5	0.033011	0.10684	0.897724	2151	4	-0.53478	0.95795	0.95816	1	17184	0	-0.53478	5	0.51494	0.67112	1	10872	2	0.11287	0.50955	0.65421	1	11416	2	0.11287	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lrrc43	5	0.033015	0.10685	0.897724	2152	3	-0.26259	0.46712	0.61263	1	10853	2	-0.26259	5	0.28687	0.49341	1	7538	2	-0.054677	0.38992	0.54838	1	9737	2	-0.054677	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ccl1	5	0.033024	0.10687	0.897724	2153	3	-0.73477	0.32299	0.47941	1	8513	1	-0.73477	5	0.0065733	0.026947	0.39211	1232	3	-0.92012	0.175	0.33772	0.986018	6211	1	-0.92012	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sohlh1	5	0.03307	0.10699	0.897823	2154	3	-0.55988	0.88191	0.88236	1	15721	0	-0.55988	5	0.39353	0.58016	1	9060	1	-0.18007	0.35893	0.52148	1	9294	2	-0.18007	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc3a2	5	0.033078	0.10702	0.897823	2155	4	-1.0828	0.362	0.51503	1	9114	1	-1.0828	5	0.0048842	0.020446	0.323581	1132	3	-1.5175	0.57586	0.70351	1	12238	1	-1.5175	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Trappc9	5	0.033127	0.10713	0.897823	2156	4	-0.61344	0.90924	0.90962	1	16226	0	-0.61344	5	0.021353	0.070032	0.698497	1807	4	-0.69632	0.65	0.73343	1	12766	1	-0.69632	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rbx1	5	0.03315	0.10719	0.897823	2157	4	-0.99531	0.87926	0.87976	1	15666	0	-0.99531	5	0.0038709	0.016354	0.280776	1050	5	-1.9269	0.99613	0.9961	1	17801	0	-1.9269	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pde10a	4	0.033212	0.10057	0.88186	2158	4	-0.33071	0.96679	0.96691	1	17377	0	-0.33071	4	0.96176	0.96185	1	17352	0	0.10632	0.86768	0.86767	1	15120	0	0.10632	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tango6	5	0.033233	0.10738	0.897823	2159	4	-0.59978	0.70185	0.74331	1	13170	1	-0.59978	5	0.0056802	0.02355	0.356196	1186	4	-1.5632	0.89504	0.89551	1	15636	0	-1.5632	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mta2	5	0.033284	0.10751	0.897823	2160	4	-0.85107	0.56957	0.67977	1	12018	1	-0.85107	5	0.058712	0.16171	1	2801	4	-0.64494	0.43002	0.58352	1	10285	1	-0.64494	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
1700102P08Rik	5	0.033288	0.10752	0.897823	2161	3	-0.35465	0.97604	0.97619	1	17597	0	-0.35465	5	0.18797	0.3643	1	5503	2	-0.14338	0.7929	0.80945	1	14080	1	-0.14338	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sc5d	5	0.033293	0.10753	0.897823	2162	4	-0.66832	0.92804	0.92835	1	16602	0	-0.66832	5	0.090167	0.22582	1	3557	3	-0.70739	0.97652	0.97665	1	17238	0	-0.70739	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Osgepl1	4	0.033301	0.10082	0.881985	2163	2	-0.81601	0.7845	0.78439	1	14126	1	-0.81601	4	0.18789	0.35114	1	5501	2	-0.54002	0.50687	0.60667	1	11371	1	-0.54002	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Aup1	5	0.033342	0.10764	0.897823	2164	3	-0.35936	0.50144	0.64514	1	11397	1	-0.35936	5	0.048343	0.13738	0.974156	2543	3	-0.78941	0.44877	0.60005	1	10566	1	-0.78941	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Igfl3	5	0.033348	0.10765	0.897823	2165	4	-0.84712	0.35176	0.50566	1	8938	1	-0.84712	5	0.13709	0.29378	1	4481	3	-0.71276	0.50039	0.64591	1	11270	1	-0.71276	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gipc3	5	0.033351	0.10766	0.897823	2166	4	-0.52922	0.35085	0.50486	1	8927	1	-0.52922	5	0.67918	0.78942	1	13225	1	-0.0071695	0.20579	0.38253	0.992447	6969	1	-0.0071695	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mapk13	5	0.033398	0.10778	0.898028	2167	3	-1.5283	0.71883	0.7531	1	13366	1	-1.5283	5	0.065552	0.17724	1	2992	3	-0.92348	0.67839	0.74617	1	12986	1	-0.92348	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mcm4	5	0.033423	0.10784	0.898087	2168	3	-1.9925	0.95259	0.95282	1	17091	0	-1.9925	5	0.00057745	0.0026263	0.079574	601	5	-2.3703	0.99942	0.9994	1	18075	0	-2.3703	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Eif5b	5	0.033452	0.1079	0.898223	2169	4	-0.93385	0.78285	0.79472	1	14103	1	-0.93385	5	0.0024845	0.010771	0.211244	920	4	-1.4815	0.97692	0.97705	1	17253	0	-1.4815	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lamb1	5	0.033561	0.10816	0.899075	2170	3	-0.28147	0.70338	0.74418	1	13184	1	-0.28147	5	0.74492	0.81369	1	13786	1	0.010789	0.59673	0.7115	1	12362	1	0.010789	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Slc19a2	5	0.033594	0.10823	0.899075	2171	3	-0.56434	0.24934	0.41316	1	7397	2	-0.56434	5	0.17218	0.34281	1	5188	2	-0.12178	0.67809	0.74603	1	12983	1	-0.12178	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Csmd3	5	0.033605	0.10826	0.899075	2172	3	-0.63599	0.72695	0.75788	1	13456	1	-0.63599	5	0.30333	0.51391	1	7867	1	-0.069148	0.20811	0.38589	0.992447	7010	2	-0.069148	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Jph2	5	0.033615	0.10828	0.899075	2173	3	-0.49013	0.67578	0.72917	1	12925	1	-0.49013	5	0.16534	0.3335	1	5055	2	-0.23649	0.6485	0.73274	1	12753	1	-0.23649	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Stx18	5	0.033625	0.1083	0.899075	2174	4	-0.95015	0.97503	0.97516	1	17579	0	-0.95015	5	9.1343e-05	0.00041572	0.021273	360	5	-1.5412	0.99991	0.99991	1	18206	0	-1.5412	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Plcg1	5	0.03363	0.10831	0.899075	2175	4	-0.74532	0.64028	0.71149	1	12585	1	-0.74532	5	0.0099457	0.038933	0.49226	1419	4	-0.92344	0.58534	0.70705	1	12298	1	-0.92344	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nfyc	5	0.033643	0.10835	0.899075	2176	4	-1.9962	0.97255	0.97264	1	17521	0	-1.9962	5	0.0001837	0.0008516	0.036216	430	5	-3.2541	0.99718	0.99717	1	17855	0	-3.2541	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Phka1	5	0.033693	0.10846	0.899624	2177	4	-0.70528	0.84365	0.84444	1	15041	1	-0.70528	5	0.10354	0.24553	1	3792	3	-0.50692	0.72241	0.76798	1	13375	1	-0.50692	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Srgap3	5	0.033787	0.10867	0.900934	2178	4	-0.591	0.40404	0.55398	1	9799	1	-0.591	5	0.65056	0.77974	1	13022	2	0.061783	0.11931	0.25289	0.96079	4806	2	0.061783	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Nom1	5	0.033834	0.10879	0.90138	2179	4	-0.34186	0.66067	0.72143	1	12783	1	-0.34186	5	0.0013436	0.0059924	0.140103	770	3	-0.42306	0.77602	0.79868	1	13888	1	-0.42306	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Lsm3	4	0.033888	0.10238	0.886707	2180	4	-0.44084	0.96611	0.96625	1	17362	0	-0.44084	4	0.0035121	0.012342	0.230123	1023	4	-1.9316	0.98467	0.98471	1	17424	0	-1.9316	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ikzf1	5	0.033888	0.10891	0.901713	2181	2	-0.18238	0.82239	0.82563	1	14695	1	-0.18238	5	0.4189	0.59879	1	9412	2	0.026664	0.85274	0.85462	1	14892	1	0.026664	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ptgds	5	0.033914	0.10897	0.901815	2182	3	-0.32055	0.7096	0.74774	1	13251	1	-0.32055	5	0.16894	0.33848	1	5126	3	-0.44109	0.8497	0.85202	1	14852	1	-0.44109	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mmp7	5	0.033983	0.10914	0.902837	2183	4	-1.0745	0.8336	0.83535	1	14878	1	-1.0745	5	0.037864	0.11211	0.896031	2256	4	-0.71527	0.91826	0.91857	1	16052	0	-0.71527	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ranbp9	4	0.033987	0.10266	0.887441	2184	4	-0.99917	0.96601	0.96613	1	17359	0	-0.99917	4	0.10074	0.21819	1	3733	3	-0.61911	0.41249	0.55796	1	10045	1	-0.61911	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fam92b	5	0.034052	0.1093	0.90303	2185	3	-0.3672	0.093529	0.20736	0.959607	3925	1	-0.3672	5	0.18467	0.35979	1	5434	2	-0.15701	0.43266	0.58587	1	10327	1	-0.15701	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Adi1	5	0.034056	0.10931	0.90303	2186	4	-0.89659	0.45665	0.60296	1	10665	1	-0.89659	5	0.062131	0.16959	1	2903	4	-0.6774	0.202	0.37719	0.992307	6870	1	-0.6774	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mtmr9	5	0.034085	0.10938	0.903149	2187	4	-0.8716	0.054393	0.14097	0.938604	2731	1	-0.8716	5	0.4195	0.59923	1	9420	2	-0.10685	0.067564	0.16951	0.920942	3353	1	-0.10685	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Aprt	5	0.034186	0.10961	0.904282	2188	3	-0.84293	0.4014	0.55148	1	9770	2	-0.84293	5	0.051727	0.14533	0.999936	2618	3	-0.8428	0.34105	0.50626	1	9034	2	-0.8428	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sec63	5	0.03427	0.10983	0.90517	2189	4	-0.80883	0.95394	0.95418	1	17114	0	-0.80883	5	0.0035449	0.015066	0.266362	1024	5	-1.7233	0.99646	0.99643	1	17817	0	-1.7233	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fxyd4	4	0.034337	0.10363	0.891207	2190	4	-0.46607	0.96566	0.96578	1	17352	0	-0.46607	4	0.12141	0.25373	1	4161	3	-0.52077	0.84059	0.84052	1	14709	0	-0.52077	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Hoxa6	5	0.03439	0.11012	0.906124	2191	4	-0.61475	0.26335	0.42574	1	7614	1	-0.61475	5	0.1572	0.32227	1	4882	2	-0.23885	0.074597	0.18111	0.929072	3558	1	-0.23885	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Srpr	5	0.034412	0.11017	0.906124	2192	4	-1.506	0.85912	0.85934	1	15309	0	-1.506	5	0.0018182	0.007975	0.172639	835	5	-1.7668	0.99204	0.9921	1	17649	0	-1.7668	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gm12886	4	0.034414	0.10382	0.891207	2193	2	-0.37145	0.16183	0.28344	0.988418	5742	1	-0.37145	4	0.078799	0.17937	1	3335	3	-0.63628	0.19084	0.32437	0.984707	6602	1	-0.63628	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Esam	5	0.034421	0.11019	0.906124	2194	3	-0.32535	0.24426	0.40864	1	7320	1	-0.32535	5	0.24675	0.4421	1	6720	2	-0.018764	0.59976	0.71271	1	12384	1	-0.018764	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Xpo4	5	0.034434	0.11021	0.906124	2195	2	-0.052135	0.35536	0.5089	1	8996	2	-0.052135	5	0.67223	0.78705	1	13180	1	-0.13898	0.31509	0.48408	1	8662	1	-0.13898	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ftcd	5	0.034444	0.11023	0.906124	2196	3	-0.33111	0.77736	0.7908	1	14029	1	-0.33111	5	0.34793	0.54706	1	8454	2	-0.065041	0.90396	0.90436	1	15796	0	-0.065041	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Sf3b3	5	0.034481	0.11033	0.906124	2197	4	-1.7448	0.79634	0.80465	1	14292	1	-1.7448	5	5.2256e-05	0.00024696	0.015178	295	4	-3.041	0.92626	0.92658	1	16176	0	-3.041	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Kmt2c	5	0.034488	0.11035	0.906124	2198	4	-0.60779	0.18801	0.35609	1	6413	1	-0.60779	5	0.13022	0.28395	1	4341	2	-0.10421	0.04226	0.12149	0.891735	2450	1	-0.10421	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Opn1mw	3	0.034506	0.085619	0.842916	2199	3	-0.84053	0.96549	0.9657	1	17346	0	-0.84053	3	0.077877	0.1651	1	3304	2	-1.1778	0.91431	0.91436	1	15974	0	-1.1778	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Chst11	5	0.034524	0.11044	0.906124	2200	3	-0.61341	0.50423	0.64783	1	11440	1	-0.61341	5	0.055657	0.15469	1	2730	4	-0.41469	0.43052	0.58396	1	10297	1	-0.41469	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Fign	5	0.034543	0.11047	0.906124	2201	3	-1.1069	0.81665	0.82093	1	14592	1	-1.1069	5	0.012909	0.047261	0.560138	1511	4	-1.2324	0.68273	0.74828	1	13019	1	-1.2324	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Serpinb1c	5	0.034543	0.11047	0.906124	2202	4	-1.3533	0.27026	0.43196	1	7722	1	-1.3533	5	0.025144	0.079854	0.754538	1910	4	-0.95736	0.13095	0.27093	0.968711	5098	1	-0.95736	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tac2	5	0.034587	0.11058	0.906293	2203	3	-1.0377	0.32827	0.48429	1	8583	2	-1.0377	5	0.22668	0.41575	1	6286	3	-0.50947	0.36089	0.52323	1	9322	2	-0.50947	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ugt1a6a	3	0.034589	0.085805	0.842916	2204	2	-1.2869	0.90198	0.90204	1	16095	0	-1.2869	3	0.15491	0.26206	1	4823	2	-0.68108	0.35706	0.44838	1	9263	1	-0.68108	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Pop7	5	0.034607	0.11063	0.906293	2205	3	-0.99894	0.92679	0.92709	1	16569	0	-0.99894	5	0.0005157	0.0023581	0.072765	587	5	-1.6972	0.99886	0.99885	1	17991	0	-1.6972	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Stard3nl	5	0.034609	0.11064	0.906293	2206	4	-0.99872	0.90127	0.90166	1	16087	0	-0.99872	5	0.01788	0.060842	0.648251	1689	4	-0.85404	0.98886	0.98892	1	17543	0	-0.85404	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Zap70	5	0.034652	0.11073	0.906612	2207	3	-0.53279	0.044699	0.12384	0.923369	2428	1	-0.53279	5	0.32826	0.53294	1	8189	2	-0.21327	0.17177	0.33296	0.984707	6133	2	-0.21327	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ppp2ca	5	0.034707	0.11084	0.906743	2208	2	0.044063	0.32167	0.47818	1	8497	2	0.044063	5	0.24402	0.43855	1	6657	2	0.088372	0.54556	0.68702	1	11968	2	0.088372	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Naa38	5	0.034752	0.11094	0.906856	2209	4	-1.0644	0.93578	0.93604	1	16744	0	-1.0644	5	0.0007748	0.0034921	0.097031	647	5	-2.0537	0.99923	0.99922	1	18040	0	-2.0537	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Map2	5	0.034761	0.11096	0.906856	2210	2	0.0046221	0.45203	0.59856	1	10591	2	0.0046221	5	0.23347	0.42467	1	6427	1	0.27141	0.19026	0.36012	0.98809	6579	3	0.27141	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Taf3	5	0.034812	0.11109	0.907185	2211	3	-0.66015	0.084736	0.19264	0.951336	3676	2	-0.66015	5	0.24153	0.43532	1	6601	2	-0.21187	0.21715	0.39865	0.993639	7241	2	-0.21187	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Setd8	5	0.034816	0.1111	0.907185	2212	3	-0.31321	0.38743	0.53844	1	9546	2	-0.31321	5	0.075071	0.19855	1	3227	2	-0.20376	0.26237	0.43946	1	7931	2	-0.20376	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Zfp800	5	0.034837	0.11116	0.907185	2213	4	-1.1467	0.94859	0.94888	1	17006	0	-1.1467	5	0.07638	0.20142	1	3261	4	-0.9596	0.92974	0.93006	1	16258	0	-0.9596	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Rfxank	5	0.03487	0.11124	0.907185	2214	4	-0.64638	0.51984	0.65986	1	11656	1	-0.64638	5	0.1777	0.35034	1	5297	3	-0.4742	0.34852	0.51263	1	9138	1	-0.4742	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Mvp	5	0.034873	0.11124	0.907185	2215	2	0.53937	0.011363	0.038397	0.844297	830	3	0.53937	5	0.34501	0.54498	1	8418	2	0.69959	0.017236	0.055937	0.871056	1165	3	0.69959	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Tfip11	5	0.034909	0.11133	0.907346	2216	4	-0.75997	0.6197	0.70176	1	12410	1	-0.75997	5	0.077703	0.20425	1	3300	2	-0.017621	0.88162	0.88209	1	15390	0	-0.017621	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Vmn2r19	5	0.034923	0.11136	0.907346	2217	4	-1.197	0.9561	0.95634	1	17155	0	-1.197	5	0.0078519	0.03168	0.439134	1294	5	-1.3498	0.99215	0.9922	1	17655	0	-1.3498	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Anapc2	5	0.034966	0.11145	0.907644	2218	4	-1.152	0.44108	0.58829	1	10411	1	-1.152	5	0.0061152	0.025233	0.374574	1210	4	-1.2364	0.41761	0.57266	1	10121	1	-1.2364	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cnga3	5	0.035001	0.11154	0.907644	2219	3	-1.1747	0.12969	0.26595	0.980958	4921	2	-1.1747	5	0.068414	0.18362	1	3067	3	-0.55904	0.082399	0.19392	0.937321	3776	2	-0.55904	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Gemin6	5	0.035005	0.11155	0.907644	2220	4	-1.019	0.97258	0.97267	1	17522	0	-1.019	5	0.055106	0.1534	1	2718	3	-0.87663	0.83077	0.8367	1	14554	1	-0.87663	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cdan1	5	0.035044	0.11162	0.907877	2221	4	-0.71067	0.93106	0.93136	1	16661	0	-0.71067	5	0.017333	0.059377	0.641294	1665	4	-1.1042	0.93756	0.93779	1	16409	0	-1.1042	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Usmg5	3	0.035058	0.086874	0.843851	2222	3	-1.2149	0.9155	0.91552	1	16339	0	-1.2149	3	0.025106	0.063951	0.667109	1909	3	-1.3471	0.96864	0.96888	1	17074	0	-1.3471	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ubtf	5	0.03509	0.11174	0.908287	2223	4	-0.94099	0.3149	0.47219	1	8390	1	-0.94099	5	1.0286e-05	4.5415e-05	0.00501	168	4	-1.2805	0.61445	0.71855	1	12484	1	-1.2805	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE
Eprs	5	0.035121	0.11182	0.908287	2224	4	-0.99182	0.96147	0.96165	1	17256	0	-0.99182	5	0.013291	0.048315	0.564404	1532	4	-1.0644	0.96553	0.96571	1	17012	0	-1.0644	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Snn	5	0.035143	0.11188	0.908323	2225	2	0.5158	0.084095	0.19157	0.951336	3654	3	0.5158	5	0.13455	0.29016	1	4429	2	0.35076	0.1323	0.27303	0.969886	5134	3	0.35076	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Exosc2	5	0.035197	0.11201	0.908683	2226	3	-0.3879	0.89748	0.89789	1	16011	0	-0.3879	5	0.0055743	0.023129	0.352136	1180	3	-0.75123	0.91959	0.91993	1	16072	0	-0.75123	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Crls1	7	0.035201	0.1315	0.93612	2227	5	-0.98355	0.001844	0.0091332	0.729463	202	1	-0.98355	7	0.0091708	0.040367	0.502653	1384	6	-1.1862	0.1482	0.33406	0.985584	5568	1	-1.1862	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ppapdc2	5	0.035258	0.11215	0.908683	2228	3	-0.56267	0.86465	0.86496	1	15408	0	-0.56267	5	0.07726	0.20328	1	3286	3	-0.99642	0.9643	0.96447	1	16989	0	-0.99642	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Cmtm1	5	0.035276	0.1122	0.908683	2229	3	-0.88617	0.61541	0.69981	1	12383	1	-0.88617	5	0.08439	0.2171	1	3458	3	-0.72262	0.62883	0.72437	1	12594	1	-0.72262	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Casp8	5	0.035306	0.11227	0.908683	2230	3	-0.9229	0.0009252	0.0041381	0.651561	114	2	-0.9229	5	0.13648	0.29291	1	4468	3	-0.89363	0.00042061	0.0019254	0.526103	66	2	-0.89363	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Srek1	5	0.035323	0.11231	0.908683	2231	4	-1.1388	0.96439	0.96457	1	17314	0	-1.1388	5	0.0086224	0.034594	0.459137	1349	5	-1.2739	0.99138	0.99145	1	17623	0	-1.2739	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Syf2	4	0.035338	0.10634	0.896413	2232	3	-1.0404	0.89847	0.89847	1	16027	0	-1.0404	4	0.003433	0.012069	0.226879	1013	4	-1.2425	0.99657	0.99661	1	17821	0	-1.2425	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Coq3	5	0.035361	0.11239	0.908683	2233	2	-0.069937	0.19161	0.36146	1	6491	2	-0.069937	5	0.18991	0.36695	1	5540	3	-0.4928	0.15436	0.30699	0.980309	5706	1	-0.4928	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Atp5b	5	0.035363	0.11239	0.908683	2234	3	-0.83937	0.85226	0.85261	1	15186	1	-0.83937	5	0.022219	0.072305	0.709762	1831	4	-1.0623	0.97815	0.97828	1	17280	0	-1.0623	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ntsr2	5	0.035392	0.11247	0.908683	2235	4	-0.80292	0.9457	0.94597	1	16940	0	-0.80292	5	0.10874	0.2531	1	3891	3	-0.54345	0.97484	0.97497	1	17203	0	-0.54345	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Eif2s2	5	0.035399	0.11249	0.908683	2236	3	-1.9462	0.47028	0.61561	1	10903	2	-1.9462	5	0.015114	0.053274	0.603805	1579	3	-1.7033	0.4846	0.6318	1	11044	2	-1.7033	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Ugt2b37	3	0.035401	0.087673	0.844759	2237	2	-1.2635	0.64863	0.65033	1	12671	1	-1.2635	3	0.17292	0.28443	1	5205	2	-0.94744	0.77953	0.77965	1	13920	0	-0.94744	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
Hsp90ab1	5	0.035421	0.11254	0.908683	2238	4	-0.64753	0.9275	0.92781	1	16591	0	-0.64753	5	0.0018399	0.0080723	0.174131	838	4	-1.3923	0.98645	0.98653	1	17476	0	-1.3923	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE
